Gene	Degree	Exp	Low	High	Sum	Avg
AT5G48470	1	12.0171	5.49646	5.49646	5.49646	5.49646
AT5G11490	1	15.5504	5.49646	5.49646	5.49646	5.49646
AT5G62740	1	22.1062	5.49646	5.49646	5.49646	5.49646
AT1G77370	1	25.3283	5.49646	5.49646	5.49646	5.49646
AT3G52920	1	30.2187	5.49646	5.49646	5.49646	5.49646
AT3G10020	1	34.2756	5.49646	5.49646	5.49646	5.49646
AT1G22450	1	43.9669	5.49646	5.49646	5.49646	5.49646
AT1G17100	1	44.212	5.49646	5.49646	5.49646	5.49646
AT5G42650	1	104.912	5.49646	5.49646	5.49646	5.49646
AT2G33430	1	122.691	5.49646	5.49646	5.49646	5.49646
AT1G33140	1	436.412	5.49646	5.49646	5.49646	5.49646
AT1G33120	1	459.834	5.49646	5.49646	5.49646	5.49646
AT3G27830	1	819.627	5.49646	5.49646	5.49646	5.49646
AT4G23140	1	1.77998	5.49675	5.49675	5.49675	5.49675
AT4G23180	1	10.6679	5.49675	5.49675	5.49675	5.49675
AT1G66150	1	22.148	5.49675	5.49675	5.49675	5.49675
AT3G08040	1	0.236711	5.50306	5.50306	5.50306	5.50306
AT1G72200	1	0.392481	5.50306	5.50306	5.50306	5.50306
AT2G04100	1	0.757055	5.50306	5.50306	5.50306	5.50306
AT5G53030	1	1.07768	5.50306	5.50306	5.50306	5.50306
AT1G14730	1	1.18861	5.50306	5.50306	5.50306	5.50306
AT3G20865	1	1.2931	5.50306	5.50306	5.50306	5.50306
AT2G44280	1	1.62405	5.50306	5.50306	5.50306	5.50306
AT1G27200	1	2.044	5.50306	5.50306	5.50306	5.50306
AT5G03180	1	2.45885	5.50306	5.50306	5.50306	5.50306
AT3G59080	1	2.50462	5.50306	5.50306	5.50306	5.50306
AT5G41800	1	2.59232	5.50306	5.50306	5.50306	5.50306
AT2G19450	1	3.57113	5.50306	5.50306	5.50306	5.50306
AT1G75020	1	4.32591	5.50306	5.50306	5.50306	5.50306
AT5G67540	1	4.80052	5.50306	5.50306	5.50306	5.50306
AT3G10572	1	6.23019	5.50306	5.50306	5.50306	5.50306
AT1G16900	1	6.89724	5.50306	5.50306	5.50306	5.50306
AT1G28710	1	6.9917	5.50306	5.50306	5.50306	5.50306
AT5G20050	1	7.02313	5.50306	5.50306	5.50306	5.50306
AT3G16200	1	7.94978	5.50306	5.50306	5.50306	5.50306
AT1G71090	1	8.84843	5.50306	5.50306	5.50306	5.50306
AT1G77130	1	9.4806	5.50306	5.50306	5.50306	5.50306
AT1G33170	1	11.3023	5.50306	5.50306	5.50306	5.50306
AT1G15880	1	11.4791	5.50306	5.50306	5.50306	5.50306
AT4G18205	1	11.8431	5.50306	5.50306	5.50306	5.50306
AT1G52825	1	11.9733	5.50306	5.50306	5.50306	5.50306
AT1G76520	1	12.7773	5.50306	5.50306	5.50306	5.50306
AT5G54980	1	13.257	5.50306	5.50306	5.50306	5.50306
AT5G16950	1	16.2771	5.50306	5.50306	5.50306	5.50306
AT4G33360	1	17.4417	5.50306	5.50306	5.50306	5.50306
AT5G42240	1	21.4983	5.50306	5.50306	5.50306	5.50306
AT2G24040	1	27.3359	5.50306	5.50306	5.50306	5.50306
AT1G74520	1	29.1182	5.50306	5.50306	5.50306	5.50306
AT3G48890	1	31.2124	5.50306	5.50306	5.50306	5.50306
AT1G04430	1	41.0978	5.50306	5.50306	5.50306	5.50306
AT5G10180	1	41.4386	5.50306	5.50306	5.50306	5.50306
AT4G39460	1	42.7989	5.50306	5.50306	5.50306	5.50306
AT1G65820	1	42.8338	5.50306	5.50306	5.50306	5.50306
AT5G22340	1	46.2849	5.50306	5.50306	5.50306	5.50306
AT1G28140	1	51.2749	5.50306	5.50306	5.50306	5.50306
AT2G48070	1	78.8793	5.50306	5.50306	5.50306	5.50306
AT3G48740	1	103.129	5.50306	5.50306	5.50306	5.50306
AT4G30950	1	221.058	5.50306	5.50306	5.50306	5.50306
AT1G14280	1	13.8771	5.61053	5.61053	5.61053	5.61053
AT1G22310	1	4.69525	5.61691	5.61691	5.61691	5.61691
AT2G33450	1	857.457	5.61691	5.61691	5.61691	5.61691
AT1G22800	1	7.68556	5.6224	5.6224	5.6224	5.6224
AT1G01300	1	24.694	5.69706	5.69706	5.69706	5.69706
AT2G47890	1	11.8296	5.73386	5.73386	5.73386	5.73386
AT5G24630	1	3.94605	5.73515	5.73515	5.73515	5.73515
AT5G04760	1	4.68721	5.75295	5.75295	5.75295	5.75295
AT2G21650	1	20.4351	5.75295	5.75295	5.75295	5.75295
AT1G29040	1	28.1203	5.86107	5.86107	5.86107	5.86107
AT5G67385	1	45.8361	5.86107	5.86107	5.86107	5.86107
AT4G35390	1	0.111677	5.86703	5.86703	5.86703	5.86703
AT3G55560	1	8.11197	5.86703	5.86703	5.86703	5.86703
AT2G47750	1	6.71206	5.92071	5.92071	5.92071	5.92071
AT4G34200	1	62.7417	5.93864	5.93864	5.93864	5.93864
AT3G46320	1	148.564	5.94673	5.94673	5.94673	5.94673
AT1G04850	1	34.7957	5.96361	5.96361	5.96361	5.96361
AT4G25500	1	29.3202	6.00635	6.00635	6.00635	6.00635
AT2G20490	1	87.6604	6.00635	6.00635	6.00635	6.00635
AT1G62180	1	96.6683	6.0682	6.0682	6.0682	6.0682
AT4G31500	1	97.6657	6.08181	6.08181	6.08181	6.08181
AT3G47120	1	6.78468	6.19023	6.19023	6.19023	6.19023
AT5G47700	1	300.26	6.30168	6.30168	6.30168	6.30168
AT3G51160	1	25.5649	6.3114	6.3114	6.3114	6.3114
AT2G01730	1	0.383645	6.31196	6.31196	6.31196	6.31196
AT5G01400	1	5.50967	6.31196	6.31196	6.31196	6.31196
AT5G65660	1	57.9618	6.33929	6.33929	6.33929	6.33929
AT1G73690	1	1.41561	6.37124	6.37124	6.37124	6.37124
AT1G03190	1	2.86598	6.38071	6.38071	6.38071	6.38071
AT3G25800	1	16.1997	6.38555	6.38555	6.38555	6.38555
AT3G53340	1	8.73567	6.39652	6.39652	6.39652	6.39652
AT5G63470	1	32.3748	6.39652	6.39652	6.39652	6.39652
AT5G27570	1	0.188883	6.41296	6.41296	6.41296	6.41296
AT4G11920	1	1.61079	6.41296	6.41296	6.41296	6.41296
AT4G33270	1	19.5228	6.41296	6.41296	6.41296	6.41296
AT2G20450	1	151.557	6.53449	6.53449	6.53449	6.53449
AT1G58983	1	338.322	6.53493	6.53493	6.53493	6.53493
AT2G41840	1	387.012	6.53493	6.53493	6.53493	6.53493
AT3G27100	1	15.868	6.57854	6.57854	6.57854	6.57854
AT5G57180	1	32.1391	6.57854	6.57854	6.57854	6.57854
AT1G07010	1	30.9095	6.58309	6.58309	6.58309	6.58309
AT5G55390	1	5.70233	6.64623	6.64623	6.64623	6.64623
AT1G13450	1	8.71396	6.64623	6.64623	6.64623	6.64623
AT5G56260	1	31.2847	6.66074	6.66074	6.66074	6.66074
AT1G61150	1	15.8143	6.68631	6.68631	6.68631	6.68631
AT3G22220	1	4.51808	6.71244	6.71244	6.71244	6.71244
AT5G48720	1	4.94465	6.74351	6.74351	6.74351	6.74351
AT5G55120	1	9.86428	6.75424	6.75424	6.75424	6.75424
AT4G26850	1	71.4899	6.75424	6.75424	6.75424	6.75424
AT3G04000	1	2.67192	6.76772	6.76772	6.76772	6.76772
AT5G02270	1	20.4296	6.77892	6.77892	6.77892	6.77892
AT1G50250	1	64.6047	6.83691	6.83691	6.83691	6.83691
AT5G53300	1	234.171	6.83691	6.83691	6.83691	6.83691
AT1G15820	1	2034.82	6.83691	6.83691	6.83691	6.83691
AT4G02980	1	8.20457	6.93817	6.93817	6.93817	6.93817
AT5G20320	1	2.09966	6.94524	6.94524	6.94524	6.94524
AT2G46970	1	0.147292	7.04085	7.04085	7.04085	7.04085
AT3G47600	1	3.5951	7.07831	7.07831	7.07831	7.07831
AT5G61530	1	11.0305	7.14202	7.14202	7.14202	7.14202
AT5G47520	1	5.58139	7.19258	7.19258	7.19258	7.19258
AT3G07410	1	11.471	7.19258	7.19258	7.19258	7.19258
AT1G64860	1	61.2733	7.24358	7.24358	7.24358	7.24358
AT4G21800	1	11.687	7.27925	7.27925	7.27925	7.27925
AT5G50590	1	0.0935744	7.39149	7.39149	7.39149	7.39149
AT5G50690	1	0.0935744	7.39149	7.39149	7.39149	7.39149
AT5G40420	1	0.0975261	7.39149	7.39149	7.39149	7.39149
AT1G10040	1	0.532923	7.39149	7.39149	7.39149	7.39149
AT3G01570	1	0.748127	7.39149	7.39149	7.39149	7.39149
AT3G19460	1	8.97547	7.39149	7.39149	7.39149	7.39149
AT2G33380	1	9.80221	7.39149	7.39149	7.39149	7.39149
AT1G67360	1	11.0656	7.39149	7.39149	7.39149	7.39149
AT3G55690	1	3.30475	7.44221	7.44221	7.44221	7.44221
AT2G21860	1	32.7552	7.44221	7.44221	7.44221	7.44221
AT3G15640	1	49.154	7.44221	7.44221	7.44221	7.44221
AT3G60660	1	3.19715	7.45968	7.45968	7.45968	7.45968
AT3G55370	1	2.06837	7.46887	7.46887	7.46887	7.46887
AT1G68810	1	4.37034	7.56329	7.56329	7.56329	7.56329
AT1G29950	1	6.34086	7.56329	7.56329	7.56329	7.56329
AT5G48560	1	0.525704	7.60153	7.60153	7.60153	7.60153
AT2G18300	1	61.1057	7.60153	7.60153	7.60153	7.60153
AT4G34430	1	5.66295	7.60183	7.60183	7.60183	7.60183
AT3G62940	1	27.2792	7.60183	7.60183	7.60183	7.60183
AT5G57160	1	2.46133	7.60709	7.60709	7.60709	7.60709
AT1G10360	1	26.216	7.65946	7.65946	7.65946	7.65946
AT4G35905	1	5.6224	7.68556	7.68556	7.68556	7.68556
AT1G50940	1	4.4386	7.69363	7.69363	7.69363	7.69363
AT3G56490	1	36.6582	7.71964	7.71964	7.71964	7.71964
AT5G14270	1	10.3719	7.72476	7.72476	7.72476	7.72476
AT3G19360	1	5.34252	7.74946	7.74946	7.74946	7.74946
AT3G12830	1	4.74808	7.75936	7.75936	7.75936	7.75936
AT5G67260	1	33.0276	7.76357	7.76357	7.76357	7.76357
AT3G25500	1	12.0445	7.80144	7.80144	7.80144	7.80144
AT2G17760	1	6.95245	7.82764	7.82764	7.82764	7.82764
AT5G14930	1	3.1308	7.97383	7.97383	7.97383	7.97383
AT3G52430	1	7.13041	7.97383	7.97383	7.97383	7.97383
AT3G58740	1	0.447062	8.04324	8.04324	8.04324	8.04324
AT4G17760	1	0.950888	8.04324	8.04324	8.04324	8.04324
AT4G03520	1	278.716	8.04532	8.04532	8.04532	8.04532
AT5G25060	1	13.6413	8.05344	8.05344	8.05344	8.05344
AT1G64060	1	2.82421	8.07062	8.07062	8.07062	8.07062
AT2G38750	1	12.038	8.08274	8.08274	8.08274	8.08274
AT3G07090	1	27.794	8.17816	8.17816	8.17816	8.17816
AT1G50170	1	24.8358	8.22968	8.22968	8.22968	8.22968
AT1G50280	1	2.20526	8.25696	8.25696	8.25696	8.25696
AT5G04920	1	14.4992	8.32571	8.32571	8.32571	8.32571
AT3G26910	1	2.6257	8.3365	8.3365	8.3365	8.3365
AT2G46990	1	0.289948	8.33986	8.33986	8.33986	8.33986
AT5G65670	1	64.5407	8.33986	8.33986	8.33986	8.33986
AT3G45890	1	3.39956	8.40805	8.40805	8.40805	8.40805
AT5G37190	1	6.14778	8.456	8.456	8.456	8.456
AT3G63060	1	0.198956	8.47261	8.47261	8.47261	8.47261
AT4G08790	1	2.92528	8.49295	8.49295	8.49295	8.49295
AT4G39990	1	26.452	8.51021	8.51021	8.51021	8.51021
AT1G07930	1	804.344	8.51864	8.51864	8.51864	8.51864
AT1G69170	1	1.35709	8.56768	8.56768	8.56768	8.56768
AT3G13224	1	5.91788	8.56768	8.56768	8.56768	8.56768
AT5G65040	1	1.02169	8.59828	8.59828	8.59828	8.59828
AT1G74940	1	11.2735	8.59828	8.59828	8.59828	8.59828
AT2G44670	1	32.0405	8.59828	8.59828	8.59828	8.59828
AT3G52180	1	36.5087	8.59828	8.59828	8.59828	8.59828
AT2G26740	1	33.5402	8.67545	8.67545	8.67545	8.67545
AT5G09650	1	212.01	8.76189	8.76189	8.76189	8.76189
AT5G46030	1	58.2302	8.78639	8.78639	8.78639	8.78639
AT1G45249	1	7.32682	8.79685	8.79685	8.79685	8.79685
AT1G24265	1	2.04699	8.94036	8.94036	8.94036	8.94036
AT1G68990	1	4.49902	8.94036	8.94036	8.94036	8.94036
AT1G55270	1	5.25423	8.94036	8.94036	8.94036	8.94036
AT5G35430	1	7.00129	8.94036	8.94036	8.94036	8.94036
AT1G29980	1	9.81873	8.94036	8.94036	8.94036	8.94036
AT3G06330	1	10.6713	8.94036	8.94036	8.94036	8.94036
AT3G55260	1	12.902	8.94036	8.94036	8.94036	8.94036
AT3G26420	1	16.0964	8.94036	8.94036	8.94036	8.94036
AT1G14650	1	17.7946	8.94036	8.94036	8.94036	8.94036
AT1G79390	1	26.7406	8.94036	8.94036	8.94036	8.94036
AT1G50450	1	49.8496	8.94036	8.94036	8.94036	8.94036
AT5G52970	1	76.7136	8.94036	8.94036	8.94036	8.94036
AT1G23290	1	362.739	8.94036	8.94036	8.94036	8.94036
AT3G26050	1	1.59091	8.95972	8.95972	8.95972	8.95972
AT3G17420	1	3.41122	8.95972	8.95972	8.95972	8.95972
AT5G04320	1	6.55555	8.95972	8.95972	8.95972	8.95972
AT1G27210	1	11.9122	8.95972	8.95972	8.95972	8.95972
AT4G02940	1	17.4651	8.95972	8.95972	8.95972	8.95972
AT5G38470	1	37.0327	8.95972	8.95972	8.95972	8.95972
AT2G41020	1	4.35461	8.9786	8.9786	8.9786	8.9786
AT3G01920	1	14.7843	8.9786	8.9786	8.9786	8.9786
AT1G58470	1	2.85431	8.9798	8.9798	8.9798	8.9798
AT3G25150	1	24.6368	8.9798	8.9798	8.9798	8.9798
AT3G53540	1	6.83151	9.00065	9.00065	9.00065	9.00065
AT1G80150	1	1.94764	9.08162	9.08162	9.08162	9.08162
AT1G60660	1	17.9788	9.08162	9.08162	9.08162	9.08162
AT5G24590	1	5.3651	9.173	9.173	9.173	9.173
AT1G12220	1	1.62018	9.18667	9.18667	9.18667	9.18667
AT2G23350	1	89.6719	9.19441	9.19441	9.19441	9.19441
AT5G49690	1	0.0423454	9.22725	9.22725	9.22725	9.22725
AT5G65640	1	6.47193	9.23127	9.23127	9.23127	9.23127
AT1G15370	1	32.3911	9.23127	9.23127	9.23127	9.23127
AT3G14230	1	21.0348	9.24397	9.24397	9.24397	9.24397
AT1G08180	1	5.4987	9.40373	9.40373	9.40373	9.40373
AT1G21140	1	0.0937101	9.44183	9.44183	9.44183	9.44183
AT1G67580	1	7.11794	9.49432	9.49432	9.49432	9.49432
AT3G16270	1	10.9837	9.49432	9.49432	9.49432	9.49432
AT3G18730	1	1.51639	9.50267	9.50267	9.50267	9.50267
AT5G03530	1	4.92273	9.5139	9.5139	9.5139	9.5139
AT1G07660	1	62.7497	9.52262	9.52262	9.52262	9.52262
AT3G49180	1	5.82399	9.54491	9.54491	9.54491	9.54491
AT3G43440	1	6.14134	9.55155	9.55155	9.55155	9.55155
AT2G44620	1	61.0588	9.5879	9.5879	9.5879	9.5879
AT2G15310	1	1.9126	9.5889	9.5889	9.5889	9.5889
AT2G26290	1	0.277277	9.59414	9.59414	9.59414	9.59414
AT1G50030	1	6.30206	9.59414	9.59414	9.59414	9.59414
AT5G61960	1	12.6841	9.59414	9.59414	9.59414	9.59414
AT3G08730	1	28.0135	9.59414	9.59414	9.59414	9.59414
AT2G18240	1	4.26254	9.59786	9.59786	9.59786	9.59786
AT2G21185	1	9.63005	9.59786	9.59786	9.59786	9.59786
AT1G80640	1	11.7027	9.59786	9.59786	9.59786	9.59786
AT2G44100	1	27.0119	9.59786	9.59786	9.59786	9.59786
AT2G26975	1	44.2191	9.59786	9.59786	9.59786	9.59786
AT3G45630	1	6.58989	9.66176	9.66176	9.66176	9.66176
AT2G28540	1	6.83985	9.66176	9.66176	9.66176	9.66176
AT5G60170	1	10.5508	9.66176	9.66176	9.66176	9.66176
AT1G61210	1	3.77589	9.68235	9.68235	9.68235	9.68235
AT5G10470	1	20.3992	9.68235	9.68235	9.68235	9.68235
AT5G41340	1	18.9461	9.74018	9.74018	9.74018	9.74018
AT1G63800	1	23.2517	9.74018	9.74018	9.74018	9.74018
AT1G72440	1	13.57	9.78633	9.78633	9.78633	9.78633
AT5G27840	1	8.7432	9.80363	9.80363	9.80363	9.80363
AT3G17740	1	4.75294	9.81674	9.81674	9.81674	9.81674
AT5G53310	1	18.268	9.81674	9.81674	9.81674	9.81674
AT2G38660	1	5.81659	9.83902	9.83902	9.83902	9.83902
AT2G42270	1	3.82671	9.86185	9.86185	9.86185	9.86185
AT4G14840	1	1.23887	9.94792	9.94792	9.94792	9.94792
AT2G23050	1	0.249177	9.97741	9.97741	9.97741	9.97741
AT5G45573	1	0.170601	9.98326	9.98326	9.98326	9.98326
AT2G32750	1	0.195795	9.98326	9.98326	9.98326	9.98326
AT5G52550	1	9.29772	9.98326	9.98326	9.98326	9.98326
AT1G65650	1	18.0811	9.98326	9.98326	9.98326	9.98326
AT5G07240	1	20.6527	9.98326	9.98326	9.98326	9.98326
AT5G27760	1	30.9155	9.98326	9.98326	9.98326	9.98326
AT5G41670	1	36.2334	9.98326	9.98326	9.98326	9.98326
AT1G65290	1	106.083	9.98326	9.98326	9.98326	9.98326
AT5G27850	1	281.314	9.98326	9.98326	9.98326	9.98326
AT1G74470	1	1093.94	9.98326	9.98326	9.98326	9.98326
AT5G08185	1	4.29701	10.0005	10.0005	10.0005	10.0005
AT2G31610	1	267.019	10.0402	10.0402	10.0402	10.0402
AT3G53870	1	365.965	10.0402	10.0402	10.0402	10.0402
AT1G72630	1	11.6708	10.0599	10.0599	10.0599	10.0599
AT3G02065	1	6.52844	10.0636	10.0636	10.0636	10.0636
AT2G01540	1	4.12546	10.0648	10.0648	10.0648	10.0648
AT3G32980	1	7.08321	10.0648	10.0648	10.0648	10.0648
AT1G27050	1	8.70622	10.0648	10.0648	10.0648	10.0648
AT1G72160	1	34.5883	10.0648	10.0648	10.0648	10.0648
AT2G19760	1	69.8411	10.0648	10.0648	10.0648	10.0648
AT1G07920	1	954.517	10.0648	10.0648	10.0648	10.0648
AT3G21090	1	0.73118	10.1047	10.1047	10.1047	10.1047
AT3G42800	1	1.28941	10.1047	10.1047	10.1047	10.1047
AT5G43210	1	3.54141	10.1047	10.1047	10.1047	10.1047
AT2G36420	1	5.06346	10.1047	10.1047	10.1047	10.1047
AT3G11960	1	5.38782	10.1047	10.1047	10.1047	10.1047
AT1G03850	1	5.44794	10.1047	10.1047	10.1047	10.1047
ATCG00180	1	6.09949	10.1047	10.1047	10.1047	10.1047
AT3G21160	1	6.17633	10.1047	10.1047	10.1047	10.1047
AT4G32070	1	7.59903	10.1047	10.1047	10.1047	10.1047
AT3G30775	1	10.1851	10.1047	10.1047	10.1047	10.1047
AT2G26640	1	11.0173	10.1047	10.1047	10.1047	10.1047
AT5G21940	1	12.1834	10.1047	10.1047	10.1047	10.1047
AT3G20290	1	15.1849	10.1047	10.1047	10.1047	10.1047
AT5G55660	1	32.4913	10.1047	10.1047	10.1047	10.1047
AT2G21620	1	37.7791	10.1047	10.1047	10.1047	10.1047
AT4G32530	1	40.0196	10.1047	10.1047	10.1047	10.1047
AT3G13580	1	75.8794	10.1047	10.1047	10.1047	10.1047
AT3G23820	1	149.222	10.1047	10.1047	10.1047	10.1047
AT5G50920	1	438.378	10.1047	10.1047	10.1047	10.1047
AT3G54050	1	515.268	10.1047	10.1047	10.1047	10.1047
AT5G02780	1	0.415554	10.2013	10.2013	10.2013	10.2013
AT1G79020	1	3.87816	10.2637	10.2637	10.2637	10.2637
AT1G79610	1	3.99007	10.3107	10.3107	10.3107	10.3107
AT5G43750	1	157.867	10.3107	10.3107	10.3107	10.3107
AT1G53170	1	2.37788	10.3491	10.3491	10.3491	10.3491
AT3G28430	1	3.42539	10.3491	10.3491	10.3491	10.3491
AT4G20890	1	39.9994	10.3491	10.3491	10.3491	10.3491
AT5G62700	1	198.835	10.4138	10.4138	10.4138	10.4138
AT3G59000	1	1.71451	10.4213	10.4213	10.4213	10.4213
AT5G39450	1	1.74399	10.4213	10.4213	10.4213	10.4213
AT1G57790	1	2.68206	10.4213	10.4213	10.4213	10.4213
AT4G27050	1	3.75038	10.4213	10.4213	10.4213	10.4213
AT1G52920	1	0.290481	10.4522	10.4522	10.4522	10.4522
AT5G27210	1	1.58677	10.4522	10.4522	10.4522	10.4522
AT4G27630	1	2.47087	10.4522	10.4522	10.4522	10.4522
AT3G26090	1	3.90089	10.4522	10.4522	10.4522	10.4522
AT1G64990	1	8.05262	10.4522	10.4522	10.4522	10.4522
AT3G05010	1	8.34924	10.4522	10.4522	10.4522	10.4522
AT3G59090	1	11.1439	10.4522	10.4522	10.4522	10.4522
AT2G27820	1	21.9809	10.4522	10.4522	10.4522	10.4522
AT1G57680	1	27.0131	10.4522	10.4522	10.4522	10.4522
AT5G18520	1	36.9295	10.4522	10.4522	10.4522	10.4522
AT3G23910	1	5.72267	10.4596	10.4596	10.4596	10.4596
AT1G78070	1	7.82309	10.509	10.509	10.509	10.509
AT3G18910	1	3.01288	10.641	10.641	10.641	10.641
AT4G30480	1	18.7353	10.6819	10.6819	10.6819	10.6819
AT4G24710	1	1.68011	10.6867	10.6867	10.6867	10.6867
AT1G14320	1	585.561	10.7056	10.7056	10.7056	10.7056
AT2G37680	1	7.6323	10.7889	10.7889	10.7889	10.7889
AT5G43400	1	2.7788	10.8292	10.8292	10.8292	10.8292
AT3G18130	1	77.4188	10.8292	10.8292	10.8292	10.8292
AT1G17750	1	0.611944	10.895	10.895	10.895	10.895
AT2G30870	1	131.359	10.895	10.895	10.895	10.895
AT5G23080	1	3.50317	10.8957	10.8957	10.8957	10.8957
AT3G06260	1	0.109781	11.0434	11.0434	11.0434	11.0434
AT1G17980	1	7.10281	11.0434	11.0434	11.0434	11.0434
AT4G10760	1	8.76806	11.0531	11.0531	11.0531	11.0531
AT1G06790	1	10.9038	11.0726	11.0726	11.0726	11.0726
AT4G12780	1	14.6357	11.0948	11.0948	11.0948	11.0948
AT4G25315	1	7.40647	11.1129	11.1129	11.1129	11.1129
AT1G70320	1	14.9257	11.1129	11.1129	11.1129	11.1129
AT1G78680	1	37.7897	11.1129	11.1129	11.1129	11.1129
AT1G31280	1	3.15676	11.1486	11.1486	11.1486	11.1486
AT5G51570	1	13.9891	11.1486	11.1486	11.1486	11.1486
AT5G63460	1	10.5188	11.1571	11.1571	11.1571	11.1571
AT5G65630	1	19.6734	11.1571	11.1571	11.1571	11.1571
AT1G01480	1	0.0847463	11.2146	11.2146	11.2146	11.2146
AT5G45820	1	51.9199	11.2146	11.2146	11.2146	11.2146
AT2G22430	1	52.4148	11.2146	11.2146	11.2146	11.2146
AT3G53430	1	341.658	11.2146	11.2146	11.2146	11.2146
AT1G21690	1	18.4406	11.2454	11.2454	11.2454	11.2454
AT4G03510	1	4.87755	11.358	11.358	11.358	11.358
AT1G27940	1	1.9056	11.4141	11.4141	11.4141	11.4141
AT2G34660	1	9.58053	11.4141	11.4141	11.4141	11.4141
AT5G15650	1	75.7726	11.4489	11.4489	11.4489	11.4489
AT3G20620	1	3.27081	11.4934	11.4934	11.4934	11.4934
AT4G35050	1	5.81225	11.4934	11.4934	11.4934	11.4934
AT3G45620	1	6.48931	11.4934	11.4934	11.4934	11.4934
AT4G28450	1	10.4482	11.4934	11.4934	11.4934	11.4934
AT4G29830	1	11.7687	11.4934	11.4934	11.4934	11.4934
AT1G80670	1	13.7208	11.4934	11.4934	11.4934	11.4934
AT1G65030	1	16.7827	11.4934	11.4934	11.4934	11.4934
AT5G41560	1	17.937	11.4934	11.4934	11.4934	11.4934
AT4G03020	1	23.5166	11.4934	11.4934	11.4934	11.4934
AT2G05440	1	27.711	11.5466	11.5466	11.5466	11.5466
AT5G24990	1	6.60915	11.5735	11.5735	11.5735	11.5735
AT1G59710	1	9.25698	11.5735	11.5735	11.5735	11.5735
AT1G06130	1	14.1984	11.5735	11.5735	11.5735	11.5735
AT5G04740	1	50.2016	11.5735	11.5735	11.5735	11.5735
AT5G16250	1	69.3496	11.5735	11.5735	11.5735	11.5735
AT1G29850	1	79.3211	11.5735	11.5735	11.5735	11.5735
AT2G26350	1	5.09857	11.581	11.581	11.581	11.581
AT1G30100	1	0.177935	11.5895	11.5895	11.5895	11.5895
AT5G22370	1	7.27925	11.687	11.687	11.687	11.687
AT1G24310	1	13.8199	11.7017	11.7017	11.7017	11.7017
AT4G32590	1	72.6251	11.7871	11.7871	11.7871	11.7871
AT2G29125	1	1.04103	11.7893	11.7893	11.7893	11.7893
AT2G16890	1	2.20641	11.7893	11.7893	11.7893	11.7893
AT2G39705	1	4.41143	11.7893	11.7893	11.7893	11.7893
AT5G62030	1	6.01731	11.7893	11.7893	11.7893	11.7893
AT1G70350	1	9.18532	11.7893	11.7893	11.7893	11.7893
AT1G57620	1	14.2334	11.7893	11.7893	11.7893	11.7893
AT4G17270	1	16.2763	11.7893	11.7893	11.7893	11.7893
AT5G60160	1	21.5682	11.7893	11.7893	11.7893	11.7893
AT3G15395	1	25.7415	11.7893	11.7893	11.7893	11.7893
AT2G02570	1	31.6663	11.7893	11.7893	11.7893	11.7893
AT1G49410	1	43.8422	11.7893	11.7893	11.7893	11.7893
AT4G33666	1	78.5604	11.7893	11.7893	11.7893	11.7893
AT4G32260	1	928.602	11.7893	11.7893	11.7893	11.7893
AT3G08880	1	6.60465	11.8543	11.8543	11.8543	11.8543
AT1G79250	1	0.0381935	11.8703	11.8703	11.8703	11.8703
AT1G16440	1	0.0476502	11.8703	11.8703	11.8703	11.8703
AT5G40030	1	0.350603	11.8703	11.8703	11.8703	11.8703
AT3G14370	1	0.757576	11.8703	11.8703	11.8703	11.8703
AT2G26700	1	0.9695	11.8703	11.8703	11.8703	11.8703
AT1G53700	1	1.12582	11.8703	11.8703	11.8703	11.8703
AT3G12690	1	2.17219	11.8703	11.8703	11.8703	11.8703
AT2G44830	1	4.6651	11.8703	11.8703	11.8703	11.8703
AT2G36350	1	4.96044	11.8703	11.8703	11.8703	11.8703
AT4G26610	1	6.45174	11.8703	11.8703	11.8703	11.8703
AT5G47750	1	8.62991	11.8703	11.8703	11.8703	11.8703
AT5G55910	1	17.7332	11.8703	11.8703	11.8703	11.8703
AT2G38250	1	0.37593	12.0278	12.0278	12.0278	12.0278
AT3G04740	1	4.19108	12.0278	12.0278	12.0278	12.0278
AT5G20170	1	6.10788	12.0278	12.0278	12.0278	12.0278
AT3G09180	1	6.1665	12.0278	12.0278	12.0278	12.0278
AT5G63480	1	6.29726	12.0278	12.0278	12.0278	12.0278
AT3G23590	1	6.35813	12.0278	12.0278	12.0278	12.0278
AT3G57660	1	6.82427	12.0278	12.0278	12.0278	12.0278
AT1G25540	1	7.24251	12.0278	12.0278	12.0278	12.0278
AT1G29940	1	8.08717	12.0278	12.0278	12.0278	12.0278
AT5G67240	1	8.28128	12.0278	12.0278	12.0278	12.0278
AT2G22370	1	8.43028	12.0278	12.0278	12.0278	12.0278
AT1G26665	1	8.95285	12.0278	12.0278	12.0278	12.0278
AT1G60850	1	8.95326	12.0278	12.0278	12.0278	12.0278
AT1G55080	1	9.21135	12.0278	12.0278	12.0278	12.0278
AT2G28230	1	9.70868	12.0278	12.0278	12.0278	12.0278
AT5G02850	1	9.83042	12.0278	12.0278	12.0278	12.0278
AT4G04780	1	9.89066	12.0278	12.0278	12.0278	12.0278
AT2G03070	1	10.1626	12.0278	12.0278	12.0278	12.0278
AT1G07950	1	10.7949	12.0278	12.0278	12.0278	12.0278
AT5G64680	1	11.502	12.0278	12.0278	12.0278	12.0278
